Threads,1, Time,129
Threads,2, Time,68
Threads,3, Time,41
Threads,4, Time,57
Threads,5, Time,45
Threads,6, Time,29
Threads,7, Time,36
Threads,8, Time,28
Threads,9, Time,22
Threads,10, Time,22
Threads,11, Time,30
Threads,12, Time,20
Threads,13, Time,28
Threads,14, Time,25
Threads,15, Time,23
Threads,16, Time,23
Threads,17, Time,24
Threads,18, Time,21
Threads,19, Time,23
Threads,20, Time,24
Threads,21, Time,21
Threads,22, Time,22
Threads,23, Time,21
Threads,24, Time,20
Threads,25, Time,20
Threads,26, Time,20
Threads,27, Time,29
Threads,28, Time,21
Threads,29, Time,20
Threads,30, Time,24
Threads,31, Time,20
Threads,32, Time,21
Threads,33, Time,21
Threads,34, Time,26
Threads,35, Time,22
Threads,36, Time,21
Threads,37, Time,22
Threads,38, Time,20
Threads,39, Time,20
Threads,40, Time,22
Threads,41, Time,25
Threads,42, Time,23
Threads,43, Time,24
Threads,44, Time,23
Threads,45, Time,23
Threads,46, Time,23
Threads,47, Time,24
Threads,48, Time,20
Threads,49, Time,23
Threads,50, Time,23
Threads,51, Time,23
Threads,52, Time,25
Threads,53, Time,21
Threads,54, Time,22
Threads,55, Time,23
Threads,56, Time,23
Threads,57, Time,22
Threads,58, Time,25
Threads,59, Time,21
Threads,60, Time,25
Threads,61, Time,21
Threads,62, Time,23
Threads,63, Time,23
Threads,64, Time,25
Threads,65, Time,23
Threads,66, Time,24
Threads,67, Time,25
Threads,68, Time,23
Threads,69, Time,26
Threads,70, Time,23
Threads,71, Time,24
Threads,72, Time,24
Threads,73, Time,24
Threads,74, Time,26
Threads,75, Time,24
Threads,76, Time,25
Threads,77, Time,28
Threads,78, Time,26
Threads,79, Time,27
Threads,80, Time,25
Threads,81, Time,22
Threads,82, Time,27
Threads,83, Time,27
Threads,84, Time,31
Threads,85, Time,24
Threads,86, Time,31
Threads,87, Time,27
Threads,88, Time,24
Threads,89, Time,27
Threads,90, Time,26
Threads,91, Time,26
Threads,92, Time,26
Threads,93, Time,23
Threads,94, Time,26
Threads,95, Time,24
Threads,96, Time,25
Threads,97, Time,27
Threads,98, Time,25
Threads,99, Time,30
Threads,100, Time,27
Threads,101, Time,27
Threads,102, Time,29
Threads,103, Time,26
Threads,104, Time,28
Threads,105, Time,28
Threads,106, Time,26
Threads,107, Time,28
Threads,108, Time,28
Threads,109, Time,24
Threads,110, Time,23
Threads,111, Time,31
Threads,112, Time,27
Threads,113, Time,26
